age,annual_income,employment_years,credit_history_years,loan_amount,loan_term_months,interest_rate,monthly_debt,debt_to_income,credit_utilization,late_payments_12m,recent_credit_inquiries,existing_loans,savings_balance,home_ownership,loan_purpose,employment_type,region,defaulted
44,62773.27,0.0,27.8,42039.12,24,19.11,1920.41,0.367,0.758,1,0,2,17753.85,mortgage,home_improvement,contract,southeast,0
32,28513.7,9.7,15.2,13490.93,24,11.87,520.61,0.219,0.894,0,2,2,16039.57,rent,debt_consolidation,contract,northeast,1
49,36048.05,4.6,27.8,13512.2,36,24.29,263.62,0.088,0.465,0,1,4,0.0,rent,debt_consolidation,contract,southeast,0
27,18000.0,4.9,5.2,3061.88,36,5.67,731.38,0.488,0.488,2,1,4,398.93,rent,debt_consolidation,salaried,northeast,0
65,38639.46,13.3,40.0,14501.45,24,17.18,879.68,0.273,0.436,0,0,0,24004.31,mortgage,education,salaried,northeast,0
61,22099.38,3.6,34.3,14711.57,48,11.58,213.06,0.116,0.588,1,1,1,1326.83,mortgage,home_improvement,self_employed,midwest,1
26,37565.7,3.8,7.9,21154.96,24,22.41,1110.6,0.355,0.085,2,3,4,7689.52,rent,education,contract,northeast,1
58,18000.0,6.0,28.3,3095.05,24,15.56,911.54,0.608,0.443,1,0,4,3814.25,mortgage,home_improvement,salaried,north,0
26,43390.7,8.2,1.0,9578.13,24,11.17,1614.17,0.446,0.678,1,1,3,16632.99,mortgage,home_improvement,contract,south,1
55,53119.28,4.7,33.1,19502.98,48,13.38,733.64,0.166,0.273,1,2,2,23046.24,mortgage,small_business,salaried,northeast,0
25,24861.22,0.2,1.0,4571.14,48,11.5,741.11,0.358,0.742,1,1,5,12289.53,rent,debt_consolidation,self_employed,southeast,1
44,21428.83,3.0,26.5,15181.17,36,13.22,1012.39,0.567,0.93,0,2,5,2554.63,rent,medical,salaried,southeast,0
52,18000.0,11.6,26.2,9556.99,48,13.12,163.94,0.109,0.767,0,0,2,3120.84,mortgage,debt_consolidation,salaried,southeast,0
55,30887.48,6.8,34.2,5551.67,48,11.35,1092.55,0.424,0.47,1,2,2,11409.04,rent,education,salaried,southeast,0
41,27057.8,8.3,22.9,16680.49,36,15.63,1058.61,0.469,0.586,3,1,5,3263.79,mortgage,debt_consolidation,salaried,southeast,1
65,18008.01,5.5,40.0,6340.54,48,16.14,690.56,0.46,0.319,1,3,2,7652.53,mortgage,home_improvement,salaried,southeast,0
58,41783.96,3.9,37.1,11460.03,24,10.32,560.92,0.161,0.953,3,2,2,14668.57,mortgage,home_improvement,salaried,southeast,0
30,28595.72,13.2,8.5,13699.94,36,7.54,1358.13,0.57,0.155,0,1,5,15727.62,own,debt_consolidation,salaried,northeast,0
53,21986.65,5.7,25.7,2823.62,12,15.81,465.43,0.254,0.851,3,2,0,0.0,rent,home_improvement,salaried,south,1
56,27366.63,4.7,36.5,11307.91,36,16.73,246.16,0.108,0.734,1,2,4,1093.83,rent,home_improvement,salaried,north,0
37,54173.54,10.9,6.2,35299.33,36,17.57,564.03,0.125,0.254,0,0,4,25627.7,own,medical,salaried,south,0
56,44499.51,3.6,39.0,31357.75,12,16.81,1212.95,0.327,0.66,1,4,2,7934.98,mortgage,home_improvement,salaried,southeast,0
64,32708.46,4.1,33.7,10983.81,36,21.11,276.91,0.102,0.448,0,1,1,0.0,rent,debt_consolidation,salaried,midwest,0
60,44802.72,6.5,40.0,23509.56,36,18.69,1870.36,0.501,0.442,4,3,5,28773.33,mortgage,debt_consolidation,salaried,midwest,0
57,21214.01,6.5,34.0,5577.14,36,25.76,967.97,0.548,0.401,2,0,4,7937.34,mortgage,medical,contract,south,1
51,35017.23,7.5,30.2,16560.85,12,27.52,254.52,0.087,0.409,3,1,5,10099.99,mortgage,debt_consolidation,contract,southeast,0
33,36749.33,14.9,11.5,10291.19,12,7.12,1584.53,0.517,0.593,2,1,2,17658.32,mortgage,small_business,salaried,north,1
59,28358.12,7.8,32.4,13610.61,36,5.5,1441.19,0.61,0.811,1,0,5,11448.0,rent,debt_consolidation,salaried,north,1
38,41476.92,0.0,8.3,9464.41,48,14.47,333.19,0.096,0.091,0,1,4,8524.82,mortgage,home_improvement,self_employed,north,0
46,24889.91,7.8,17.6,17745.92,48,16.62,977.93,0.471,0.184,1,2,1,0.0,rent,home_improvement,salaried,south,1
36,42792.78,6.7,14.8,29045.94,24,14.18,2209.22,0.62,0.121,1,3,2,10158.19,mortgage,medical,salaried,southeast,1
36,43555.04,6.7,12.2,14471.53,48,17.46,1852.7,0.51,0.702,0,0,1,14213.68,rent,small_business,contract,south,1
28,18000.0,7.5,8.5,10967.36,36,13.36,529.34,0.353,0.49,3,0,3,6934.7,own,debt_consolidation,contract,northeast,1
67,56949.97,6.4,40.0,10260.54,60,11.59,2647.25,0.558,0.224,0,4,1,18875.49,mortgage,small_business,contract,southeast,0
28,18000.0,6.3,10.2,10555.69,12,12.22,693.43,0.462,0.426,0,2,4,0.0,own,debt_consolidation,salaried,southeast,1
25,26669.06,9.0,4.0,7946.03,36,13.66,528.77,0.238,0.567,0,1,2,11217.82,rent,medical,salaried,north,1
65,53137.93,4.3,40.0,10917.42,36,18.04,890.65,0.201,0.223,0,3,3,3045.69,rent,home_improvement,self_employed,southeast,0
47,30234.52,2.7,32.6,16546.16,24,12.46,898.91,0.357,0.459,1,3,3,12514.68,mortgage,medical,salaried,southeast,0
42,18661.2,18.6,19.2,7762.65,12,13.29,437.63,0.281,0.526,2,3,3,7443.94,rent,education,self_employed,northeast,0
56,21821.05,3.6,26.2,9906.49,12,16.89,468.99,0.258,0.047,2,0,4,8054.7,own,debt_consolidation,salaried,north,0
39,53172.7,6.9,11.0,23817.85,36,13.67,780.22,0.176,0.642,2,1,3,14019.41,mortgage,medical,contract,north,1
27,18000.0,0.5,6.6,2834.14,36,19.19,804.68,0.536,0.786,1,3,3,1625.34,own,medical,salaried,southeast,1
56,55502.11,7.0,39.3,8456.83,48,10.64,2130.85,0.461,0.602,2,1,3,24421.61,rent,education,salaried,northeast,1
29,33754.1,2.8,3.9,16834.37,24,9.73,728.28,0.259,0.424,3,0,3,0.0,rent,home_improvement,contract,north,1
47,20935.34,4.7,34.4,10740.56,48,15.78,363.47,0.208,0.436,1,2,4,8791.31,rent,small_business,self_employed,northeast,1
66,27040.52,10.7,38.0,4048.51,36,16.2,336.19,0.149,0.31,1,2,2,3527.48,own,debt_consolidation,salaried,southeast,0
65,22533.67,8.4,40.0,8076.44,60,10.87,264.31,0.141,0.601,3,1,1,8130.93,rent,medical,contract,northeast,1
38,49702.7,8.8,6.8,25154.35,12,20.14,1730.31,0.418,0.673,1,0,1,4906.93,mortgage,debt_consolidation,salaried,northeast,0
58,46986.69,0.0,40.0,25077.21,48,22.58,543.33,0.139,0.279,1,1,1,831.91,mortgage,education,salaried,south,0
50,18000.0,13.8,22.9,11552.65,60,11.86,897.77,0.599,0.487,1,3,3,4020.97,own,education,salaried,south,1
44,29158.2,1.7,21.5,11227.69,48,20.75,560.65,0.231,0.409,0,4,4,13630.24,own,medical,self_employed,southeast,0
27,24039.7,12.6,5.5,11188.14,48,5.5,188.18,0.094,0.712,1,2,1,3734.22,own,education,salaried,midwest,0
39,59472.79,10.6,22.2,28814.15,36,19.02,2685.58,0.542,0.626,2,3,3,18611.18,rent,education,salaried,south,1
52,19593.6,8.8,26.3,6203.11,48,10.9,454.73,0.278,0.518,0,0,2,10856.61,own,education,contract,southeast,0
68,67763.31,3.1,40.0,10429.45,36,18.6,1497.58,0.265,0.236,1,0,5,25957.54,mortgage,small_business,salaried,south,0
21,34064.68,7.1,1.0,4178.45,36,10.46,408.93,0.144,0.291,1,4,5,14423.96,mortgage,debt_consolidation,self_employed,northeast,0
55,21204.9,4.6,27.5,13714.46,60,14.21,771.55,0.437,0.431,2,2,5,0.0,rent,medical,self_employed,northeast,1
61,25992.02,6.6,40.0,6397.83,24,11.1,592.94,0.274,0.581,2,2,5,2359.76,own,home_improvement,salaried,midwest,0
66,24669.43,5.5,40.0,12755.59,36,13.6,1078.09,0.524,0.784,1,1,5,2987.95,mortgage,education,self_employed,midwest,0
41,20224.71,0.0,24.2,9779.45,60,22.19,708.76,0.421,0.892,3,2,3,10506.34,own,home_improvement,self_employed,northeast,1
26,35947.95,11.0,1.0,13364.33,24,14.05,1663.05,0.555,0.244,2,2,3,0.0,mortgage,home_improvement,salaried,northeast,0
34,20625.34,6.2,14.5,13305.42,24,23.36,715.33,0.416,0.811,1,0,1,1293.94,mortgage,home_improvement,salaried,northeast,1
61,18000.0,4.6,31.3,10079.87,24,12.88,751.22,0.501,0.491,0,0,4,0.0,rent,medical,salaried,south,1
63,29452.55,4.3,37.6,3956.28,48,20.77,1119.52,0.456,0.901,2,0,1,15162.88,rent,debt_consolidation,salaried,south,1
51,18000.0,7.9,26.5,10967.71,48,7.67,494.7,0.33,0.386,0,1,2,2386.5,own,home_improvement,salaried,northeast,1
26,25187.23,2.9,4.4,11067.5,12,13.3,948.48,0.452,0.571,1,2,5,11755.63,mortgage,debt_consolidation,salaried,midwest,1
26,23580.53,0.0,1.0,7984.89,36,12.25,861.38,0.438,0.597,2,1,0,5554.91,rent,home_improvement,salaried,midwest,1
43,23958.76,8.1,20.1,13846.66,36,20.96,166.95,0.084,0.594,1,1,0,8731.33,mortgage,small_business,salaried,southeast,0
49,80049.82,8.6,27.7,44205.22,36,15.28,3050.33,0.457,0.663,0,0,4,43148.34,mortgage,debt_consolidation,salaried,north,0
22,35372.6,5.7,1.0,11166.09,36,5.73,653.11,0.222,0.101,1,4,4,8306.45,mortgage,education,self_employed,north,0
53,38294.28,1.9,30.6,28311.52,60,9.0,1188.99,0.373,0.262,0,1,4,25336.32,mortgage,education,contract,southeast,0
47,18000.0,6.9,27.6,9516.35,24,10.25,210.18,0.14,0.401,1,3,2,9444.57,own,education,self_employed,north,0
21,26247.75,0.6,1.0,13166.95,24,18.42,202.18,0.092,0.306,2,2,0,0.0,rent,education,self_employed,northeast,0
25,37813.71,2.4,2.3,6202.38,36,17.88,277.82,0.088,0.25,1,1,1,15240.58,mortgage,debt_consolidation,salaried,southeast,0
42,22464.64,3.5,16.8,6648.88,36,13.24,309.68,0.165,0.193,1,2,5,9887.3,mortgage,small_business,contract,midwest,1
55,50583.79,9.9,34.0,20314.13,36,12.2,382.51,0.091,0.67,1,1,3,24433.06,mortgage,education,contract,southeast,0
60,20844.96,5.0,40.0,10782.98,12,17.51,263.16,0.151,0.55,4,0,5,7192.05,rent,education,contract,northeast,1
41,30629.73,4.7,10.2,13570.23,12,9.76,974.93,0.382,0.114,1,4,0,11460.51,rent,education,salaried,midwest,0
35,27007.19,14.3,5.0,16223.51,60,16.42,666.51,0.296,0.496,0,0,1,280.79,own,small_business,salaried,south,1
67,37012.64,7.9,40.0,10564.06,12,16.06,1880.25,0.61,0.335,2,2,4,21037.73,own,education,salaried,south,0
43,26396.7,7.9,21.7,14844.42,36,13.35,1136.59,0.517,0.549,2,1,0,0.0,own,medical,salaried,southeast,1
36,30829.42,5.0,14.4,19559.91,48,16.17,409.15,0.159,0.922,1,2,2,10008.68,mortgage,small_business,salaried,south,1
42,31282.85,4.1,12.8,18831.7,12,14.93,795.28,0.305,0.213,1,2,5,3566.98,rent,debt_consolidation,salaried,northeast,0
21,25375.95,0.0,1.0,15368.52,24,16.59,661.31,0.313,0.475,2,2,0,12572.71,mortgage,education,contract,midwest,1
35,42350.67,10.4,14.8,28788.27,36,8.9,972.45,0.276,0.322,0,1,0,17053.27,rent,small_business,salaried,north,0
45,38182.14,8.3,13.6,6606.75,36,17.08,1106.07,0.348,0.325,0,3,3,3788.25,rent,education,salaried,northeast,0
65,33282.34,5.8,40.0,18612.5,24,18.81,1225.16,0.442,0.174,1,1,1,14716.24,rent,debt_consolidation,salaried,south,1
56,28831.03,6.0,25.0,21054.36,36,15.85,1023.69,0.426,0.494,2,1,1,13592.11,rent,debt_consolidation,salaried,south,1
58,48269.18,9.4,40.0,23236.78,24,17.03,1097.45,0.273,0.31,2,1,3,0.0,rent,education,salaried,northeast,0
47,31286.74,0.3,21.7,8037.85,12,14.04,1201.21,0.461,0.441,2,0,3,8868.56,rent,debt_consolidation,self_employed,southeast,0
26,30369.29,4.1,1.0,22753.12,12,18.24,598.08,0.236,0.273,0,1,4,2708.92,mortgage,home_improvement,salaried,south,1
39,36097.17,2.0,15.9,8304.04,24,14.77,1597.76,0.531,0.907,1,3,0,2094.17,own,home_improvement,salaried,south,1
68,70443.51,13.6,40.0,23345.07,36,9.68,3526.64,0.601,0.626,2,1,4,34856.77,rent,debt_consolidation,salaried,northeast,0
23,19673.94,10.0,5.3,4493.51,60,17.94,392.1,0.239,0.551,1,1,4,3038.24,rent,small_business,salaried,southeast,0
63,47731.17,0.0,35.1,19695.94,12,7.64,2003.64,0.504,0.622,1,0,4,18988.7,rent,debt_consolidation,salaried,south,0
53,18000.0,0.4,33.5,6910.05,36,15.69,778.87,0.519,0.436,2,2,1,0.0,mortgage,debt_consolidation,salaried,midwest,0
34,37845.02,6.0,11.4,16253.75,36,12.89,1088.08,0.345,0.942,1,0,4,0.0,rent,medical,contract,midwest,1
58,66938.85,4.6,40.0,47167.09,36,12.62,710.58,0.127,0.56,0,2,0,22088.94,mortgage,small_business,salaried,northeast,0
61,42414.3,1.2,31.0,17871.02,36,15.22,1783.3,0.505,0.287,2,1,4,8133.83,rent,medical,salaried,north,1
23,37110.77,14.3,1.0,16485.15,12,11.52,927.89,0.3,0.382,2,2,0,17689.83,mortgage,home_improvement,salaried,midwest,1
26,27299.16,7.8,3.1,18525.48,36,16.65,437.6,0.192,0.833,0,2,3,125.83,mortgage,education,self_employed,midwest,0
52,34997.78,8.4,34.2,22230.15,24,14.74,1220.23,0.418,0.222,3,2,2,9921.78,rent,debt_consolidation,salaried,midwest,0
68,31074.21,3.7,38.1,8421.89,48,11.91,818.15,0.316,0.058,1,1,1,13772.26,own,debt_consolidation,self_employed,midwest,0
22,24832.03,9.4,1.0,3182.06,24,20.12,263.4,0.127,0.332,0,2,1,10356.48,mortgage,debt_consolidation,contract,north,0
52,30584.61,5.0,34.0,15799.54,48,15.36,1557.74,0.611,0.767,0,2,2,9989.89,rent,debt_consolidation,salaried,southeast,1
27,37545.92,5.4,11.9,24489.53,36,17.15,663.68,0.212,0.723,0,2,2,5773.26,mortgage,medical,self_employed,south,1
52,25028.46,8.9,31.9,11720.72,36,20.45,742.35,0.356,0.661,0,2,2,13412.19,rent,home_improvement,salaried,midwest,0
50,24621.16,0.0,33.5,6230.18,24,20.38,903.46,0.44,0.174,0,2,2,9327.04,own,small_business,self_employed,southeast,0
25,19510.3,12.9,4.8,11453.59,36,16.94,231.11,0.142,0.17,0,3,0,7332.43,rent,small_business,salaried,southeast,0
53,40704.93,7.2,26.7,22054.33,48,13.23,1625.76,0.479,0.252,1,0,2,1532.21,own,debt_consolidation,salaried,south,0
64,43435.65,11.6,40.0,20674.09,36,8.5,1556.72,0.43,0.618,2,0,2,0.0,mortgage,medical,salaried,northeast,0
62,38074.4,2.2,37.4,25277.66,24,15.37,1099.8,0.347,0.522,1,1,2,8959.45,mortgage,small_business,salaried,midwest,0
22,51811.72,2.8,2.3,31816.16,24,19.1,1577.23,0.365,0.084,0,4,1,9305.44,rent,debt_consolidation,salaried,northeast,0
32,35843.03,1.9,8.7,19384.26,24,15.99,1778.98,0.596,0.519,2,1,1,300.71,rent,home_improvement,salaried,southeast,1
32,40726.92,7.5,1.0,21943.58,48,5.5,1940.93,0.572,0.746,2,0,0,1178.9,own,debt_consolidation,salaried,midwest,1
42,39246.27,6.8,20.6,21082.61,36,18.15,459.41,0.14,0.912,0,2,3,82.0,mortgage,small_business,salaried,southeast,1
27,33241.46,4.6,2.3,14987.04,48,18.41,773.21,0.279,0.355,4,0,3,475.7,own,small_business,salaried,north,0
62,27640.98,2.4,40.0,11395.57,48,13.23,827.06,0.359,0.181,0,3,4,774.29,mortgage,medical,salaried,south,0
58,87548.14,1.4,28.2,49644.02,36,18.65,4208.05,0.577,0.336,3,1,1,42338.84,mortgage,medical,self_employed,southeast,1
59,28571.95,6.3,38.1,14417.73,36,17.14,1240.37,0.521,0.392,1,2,2,15892.98,own,debt_consolidation,salaried,south,1
30,26116.73,4.6,2.3,11195.92,36,11.62,628.33,0.289,0.904,1,1,1,7729.16,mortgage,debt_consolidation,salaried,northeast,1
21,41451.7,3.8,1.0,8281.91,36,19.84,1929.42,0.559,0.201,0,1,5,5055.3,rent,medical,contract,north,0
64,38398.7,12.7,38.2,21588.33,24,9.18,909.43,0.284,0.796,0,4,4,5845.93,own,home_improvement,salaried,northeast,1
34,19148.65,6.2,8.0,10090.94,48,14.26,361.34,0.226,0.365,1,2,0,7747.42,rent,home_improvement,salaried,north,0
52,55355.14,11.6,31.0,18578.1,60,13.84,1888.27,0.409,0.51,0,0,4,32117.0,mortgage,small_business,contract,south,1
64,33204.42,4.4,36.1,11438.38,36,11.03,753.15,0.272,0.454,1,0,5,2281.08,rent,home_improvement,self_employed,southeast,0
22,21664.04,7.5,2.4,5967.04,60,15.78,751.2,0.416,0.99,4,0,3,0.0,own,small_business,salaried,south,1
21,56913.58,6.3,1.0,41319.64,60,20.0,1428.67,0.301,0.527,1,1,5,1465.59,own,medical,salaried,northeast,1
21,44926.53,0.0,1.0,29738.08,36,19.74,1908.31,0.51,0.124,2,3,1,11669.62,own,small_business,salaried,southeast,0
28,20310.48,12.2,3.4,9616.22,48,17.54,1007.62,0.595,0.526,3,1,1,0.0,rent,debt_consolidation,self_employed,southeast,0
23,72868.87,6.0,2.1,27183.11,36,7.38,1372.16,0.226,0.396,0,2,3,31864.71,mortgage,debt_consolidation,salaried,northeast,0
60,45555.88,9.5,36.8,26613.74,24,8.89,1349.23,0.355,0.326,1,0,3,0.0,rent,medical,self_employed,south,0
50,34396.76,3.5,31.8,15563.46,12,15.2,1350.63,0.471,0.305,1,3,4,0.0,rent,small_business,salaried,midwest,1
68,67365.74,5.8,40.0,49499.41,36,14.36,929.65,0.166,0.525,0,0,5,21950.23,own,small_business,salaried,southeast,1
59,36934.64,3.0,35.8,5714.79,48,12.41,1569.07,0.51,0.785,1,2,1,19920.74,rent,debt_consolidation,salaried,south,1
67,34139.32,11.4,40.0,4834.13,24,22.5,1123.2,0.395,0.246,1,2,5,3904.16,rent,medical,salaried,northeast,0
32,26177.98,7.7,9.2,12518.96,48,14.94,350.92,0.161,0.269,0,2,0,10943.09,mortgage,home_improvement,contract,north,0
34,44107.15,8.0,10.4,10941.48,36,16.78,2017.33,0.549,0.664,1,1,2,9690.41,mortgage,medical,salaried,southeast,1
61,42199.9,11.9,40.0,21129.98,36,18.65,1091.64,0.31,0.693,1,4,2,8430.62,rent,debt_consolidation,salaried,southeast,0
32,34758.02,11.1,9.6,21282.22,24,14.73,507.97,0.175,0.709,1,1,4,0.0,mortgage,debt_consolidation,salaried,southeast,0
23,24790.25,9.6,4.5,5131.81,36,25.38,383.24,0.186,0.267,0,0,2,3748.61,own,debt_consolidation,salaried,north,0
53,36481.86,0.8,19.4,14504.58,24,10.55,1532.77,0.504,0.611,3,1,4,1375.72,rent,home_improvement,salaried,southeast,1
59,33546.39,3.7,31.2,18580.01,24,11.95,1636.19,0.585,0.68,1,0,0,10215.53,own,medical,salaried,midwest,1
67,19730.89,2.5,40.0,12733.02,12,10.54,467.38,0.284,0.39,3,1,5,7574.03,mortgage,home_improvement,contract,northeast,1
65,18617.16,9.4,36.7,8055.58,12,21.06,190.15,0.123,0.752,0,1,1,0.0,mortgage,education,salaried,midwest,0
26,43798.92,7.2,11.9,10944.33,24,17.87,490.71,0.134,0.485,2,2,3,4679.62,rent,education,salaried,southeast,0
58,18000.0,0.9,40.0,8802.96,36,12.21,650.13,0.433,0.231,2,0,2,1958.42,rent,debt_consolidation,salaried,south,0
61,37656.94,5.7,39.8,15301.74,36,10.87,879.31,0.28,0.877,1,2,0,7828.0,mortgage,small_business,salaried,north,1
54,28260.07,0.5,37.2,17134.45,24,20.32,730.31,0.31,0.155,0,1,3,11922.64,mortgage,medical,salaried,southeast,0
60,59842.03,6.3,38.1,28126.53,48,16.02,1306.58,0.262,0.575,0,2,5,0.0,rent,small_business,contract,northeast,0
61,28078.05,0.0,37.1,8312.12,36,20.42,775.4,0.331,0.75,1,3,3,10170.92,rent,debt_consolidation,self_employed,north,1
42,45569.02,8.6,14.9,27125.76,60,14.25,1623.46,0.428,0.335,3,2,4,14200.64,own,medical,salaried,southeast,1
22,29240.1,8.0,4.1,13046.36,36,16.65,906.97,0.372,0.246,0,0,5,16375.02,mortgage,small_business,salaried,midwest,1
42,36234.76,14.1,17.2,8401.19,12,15.76,509.37,0.169,0.347,2,2,1,6991.54,rent,medical,salaried,southeast,1
30,47073.78,9.9,6.9,22347.6,60,11.88,1354.53,0.345,0.875,0,1,0,2740.71,own,small_business,self_employed,southeast,1
26,28444.97,4.8,1.4,20407.61,48,13.89,779.23,0.329,0.275,3,0,4,2940.88,rent,home_improvement,salaried,southeast,1
26,52499.19,9.8,5.3,29634.49,36,9.53,1639.28,0.375,0.608,1,1,4,18832.18,mortgage,home_improvement,self_employed,midwest,1
54,22757.43,0.9,24.8,7014.89,36,16.58,265.05,0.14,0.641,1,2,0,8092.36,rent,medical,self_employed,southeast,0
45,39094.18,2.7,22.5,22199.64,36,17.7,530.72,0.163,0.348,0,3,2,15786.86,rent,medical,contract,south,1
46,50894.43,7.8,15.0,15168.68,36,18.66,1553.69,0.366,0.356,0,0,2,1135.76,rent,home_improvement,salaried,northeast,0
56,45579.61,0.0,36.6,21052.95,48,17.3,868.8,0.229,0.845,0,1,4,1322.6,own,debt_consolidation,self_employed,southeast,0
47,77258.08,6.4,20.7,34901.75,36,13.96,2701.95,0.42,0.869,1,1,5,23605.47,mortgage,debt_consolidation,salaried,southeast,0
51,25068.2,2.4,28.3,6915.22,24,21.02,587.61,0.281,0.533,1,4,4,505.24,rent,debt_consolidation,salaried,southeast,1
25,19355.99,6.9,3.5,6564.88,12,18.25,321.3,0.199,0.694,0,2,1,10373.68,mortgage,home_improvement,salaried,southeast,1
61,22751.34,2.2,35.2,16234.77,12,20.33,823.7,0.434,0.4,1,3,3,11440.73,own,home_improvement,salaried,south,0
42,45587.37,8.2,20.3,12667.68,24,20.6,1111.99,0.293,0.036,1,1,1,5446.04,mortgage,debt_consolidation,salaried,south,0
28,42579.48,6.6,17.0,26597.14,36,13.97,585.86,0.165,0.255,1,1,3,12323.01,mortgage,home_improvement,salaried,north,0
60,36060.3,12.1,40.0,19488.55,48,16.13,1552.87,0.517,0.051,0,1,5,150.73,mortgage,medical,salaried,midwest,0
56,21554.89,6.5,27.3,9819.47,24,17.75,562.49,0.313,0.391,0,2,3,11362.82,rent,debt_consolidation,salaried,north,0
23,47671.27,3.4,1.0,9850.52,24,9.67,2280.82,0.574,0.046,1,0,4,19464.69,own,education,salaried,midwest,0
30,20653.17,5.5,1.0,5140.15,24,9.77,317.43,0.184,0.177,0,1,4,4334.84,mortgage,debt_consolidation,salaried,north,0
21,56204.88,1.1,1.0,13082.02,36,9.04,2591.18,0.553,0.4,1,0,2,27105.63,own,small_business,salaried,southeast,1
33,114705.6,8.1,15.8,56169.08,36,14.05,4976.23,0.521,0.865,0,3,0,0.0,own,medical,salaried,southeast,0
25,40292.05,8.9,3.9,29543.4,36,13.1,457.03,0.136,0.574,2,3,5,5327.35,mortgage,debt_consolidation,salaried,south,1
55,44130.46,16.4,31.9,29684.82,60,8.47,1350.05,0.367,0.449,0,0,2,5456.83,mortgage,education,salaried,south,1
46,28085.22,4.0,27.5,3817.03,60,15.13,1013.38,0.433,0.624,2,2,5,6364.81,own,debt_consolidation,salaried,midwest,0
68,18000.0,5.4,37.6,5264.06,48,14.1,521.34,0.348,0.374,1,0,5,940.4,mortgage,home_improvement,contract,northeast,1
56,26818.79,4.2,22.9,5875.25,48,19.47,649.78,0.291,0.697,1,1,4,18072.69,own,debt_consolidation,contract,north,1
50,21828.77,7.3,24.8,16037.09,36,22.95,1072.66,0.59,0.102,3,1,3,6055.6,own,home_improvement,salaried,southeast,0
45,18812.15,8.0,22.0,5049.83,36,16.42,718.69,0.458,0.555,1,4,1,9829.81,rent,debt_consolidation,salaried,northeast,1
23,71210.19,6.3,5.8,17576.62,36,11.57,3569.82,0.602,0.628,1,1,0,643.44,mortgage,education,salaried,northeast,1
24,38739.01,10.8,1.0,19801.5,48,17.22,1733.46,0.537,0.387,1,1,5,19764.17,mortgage,debt_consolidation,salaried,southeast,0
50,40516.67,4.0,26.7,19058.94,24,14.54,1759.95,0.521,0.424,0,3,5,15524.29,rent,education,salaried,midwest,0
21,30339.65,10.4,1.0,7957.68,24,13.49,1192.96,0.472,0.529,1,2,4,11833.81,mortgage,debt_consolidation,salaried,northeast,0
23,32125.14,8.7,1.0,17422.42,12,10.88,1148.16,0.429,0.121,1,1,5,18065.11,rent,debt_consolidation,contract,southeast,1
31,51798.23,6.5,10.6,9381.41,36,12.55,2412.53,0.559,0.889,2,1,1,19036.38,rent,home_improvement,salaried,south,1
63,34078.38,5.2,39.3,4505.25,36,13.75,1167.87,0.411,0.238,1,2,3,14008.94,mortgage,small_business,salaried,northeast,0
43,43169.58,16.2,26.5,7421.77,12,17.88,434.05,0.121,0.745,2,0,1,25887.56,rent,medical,salaried,midwest,0
55,31814.52,3.2,27.1,11130.85,36,16.65,1046.13,0.395,0.568,0,1,3,0.0,mortgage,education,salaried,south,0
40,29920.4,7.7,17.5,21969.36,36,22.17,337.93,0.136,0.094,1,0,5,0.0,mortgage,small_business,salaried,midwest,0
29,19131.59,3.5,1.0,8891.7,48,17.33,944.82,0.593,0.194,1,2,1,10915.58,rent,medical,salaried,southeast,1
38,18000.0,13.6,15.9,10718.59,12,16.28,643.8,0.429,0.215,0,2,2,8974.53,rent,debt_consolidation,salaried,southeast,1
25,30950.49,10.0,2.6,9982.84,12,13.21,980.23,0.38,0.335,1,2,3,11375.9,rent,medical,contract,southeast,0
57,35373.87,3.8,39.5,20275.72,36,10.14,550.72,0.187,0.342,3,2,2,13044.62,mortgage,home_improvement,self_employed,south,0
29,20127.16,8.6,2.6,14666.54,36,12.11,601.32,0.359,0.839,4,2,5,9788.2,mortgage,debt_consolidation,self_employed,southeast,1
