customer_id,age,annual_income,purchase_frequency_monthly,average_ticket,digital_engagement_score,return_rate_pct,support_tickets_quarter,loyalty_months,discount_sensitivity_score,web_visits_monthly,app_sessions_weekly,tenure_months,segment_label
C1152,34.7,92392.66,3.94,223.66,60.31,6.22,1.18,18.4,57.25,11.36,8.06,17.9,high_potential
C1153,37.9,35759.06,3.39,116.13,44.06,9.49,2.42,10.6,85.35,4.32,3.09,7.8,value_seekers
C1154,24.0,50356.68,4.46,108.75,50.28,9.03,2.02,16.4,85.8,5.13,6.12,15.3,value_seekers
C1155,24.4,91849.2,3.6,234.77,68.87,6.82,1.5,48.4,55.89,10.87,5.96,50.0,loyal_midmarket
C1156,20.0,47919.59,3.43,75.11,31.97,7.02,1.96,2.2,75.76,6.96,1.25,1.8,value_seekers
C1157,42.0,48328.44,6.35,126.34,46.6,10.15,0.7,4.6,82.23,5.52,4.51,10.9,value_seekers
C1158,48.3,43432.0,3.37,88.19,34.74,8.7,1.96,11.4,87.33,2.88,3.3,16.1,value_seekers
C1159,33.7,61062.82,6.32,148.24,80.77,6.41,1.89,44.5,51.56,11.21,5.45,53.5,loyal_midmarket
C1160,29.1,136134.4,7.72,422.83,79.94,3.47,1.66,23.5,23.32,13.17,6.49,16.8,premium_repeaters
C1161,31.0,50148.31,3.89,105.18,39.54,6.09,1.87,19.5,81.6,6.06,2.82,16.7,value_seekers
C1162,29.8,116708.67,7.14,315.56,80.35,4.22,1.88,51.1,40.75,11.45,8.51,46.7,premium_repeaters
C1163,41.8,98517.43,6.13,108.54,85.28,5.34,0.23,23.1,47.69,13.04,5.69,29.1,high_potential
C1164,42.1,40712.76,1.88,106.23,61.78,4.9,1.26,8.7,78.37,10.13,7.11,8.9,value_seekers
C1165,27.0,51915.83,2.38,124.65,62.59,11.88,1.67,9.5,74.13,10.64,7.52,11.5,value_seekers
C1166,44.2,80716.64,4.76,205.83,68.28,5.98,1.18,19.0,49.58,8.08,7.46,23.4,high_potential
C1167,32.9,91830.49,4.32,219.37,77.1,6.53,0.48,27.3,46.23,9.01,4.57,27.1,high_potential
C1168,32.2,80128.8,8.58,123.38,58.5,6.35,1.17,42.3,53.08,3.59,3.72,43.4,loyal_midmarket
C1169,51.6,102224.19,6.11,266.25,77.97,1.19,0.68,27.3,62.23,8.53,7.03,28.3,high_potential
C1170,27.4,42133.26,5.07,95.69,45.2,8.18,2.12,17.8,76.2,3.18,6.4,25.2,value_seekers
C1171,31.8,49071.86,5.5,214.01,68.0,2.63,1.46,34.7,52.06,8.55,9.59,36.5,loyal_midmarket
C1172,29.8,113679.69,6.94,310.21,92.22,1.37,1.08,39.1,16.61,11.44,8.75,42.4,premium_repeaters
C1173,55.3,57562.38,3.67,53.66,34.84,7.29,1.52,14.9,84.5,2.67,4.78,16.9,value_seekers
C1174,52.4,140734.44,7.85,326.45,82.98,3.23,0.0,48.8,35.14,12.31,7.89,47.8,premium_repeaters
C1175,33.8,73024.59,6.34,181.3,70.12,6.33,1.93,26.4,52.45,6.78,6.41,26.2,loyal_midmarket
C1176,56.8,126627.77,7.27,339.51,81.35,5.33,0.69,27.9,27.28,12.92,9.02,25.3,premium_repeaters
C1177,33.1,43613.59,6.69,201.12,65.33,3.84,0.85,30.7,51.28,11.71,4.24,31.3,loyal_midmarket
C1178,28.4,51011.3,7.65,173.28,64.12,4.8,1.33,28.8,58.55,4.73,7.47,29.6,loyal_midmarket
C1179,37.0,40415.21,4.17,101.91,51.6,7.98,2.11,8.2,72.63,10.22,5.22,7.5,value_seekers
C1180,34.3,35551.67,3.23,93.33,44.18,8.68,1.85,5.7,64.79,5.59,5.75,9.9,value_seekers
C1181,43.5,117156.04,9.54,403.35,86.41,1.94,0.91,56.7,30.18,16.18,6.75,53.1,premium_repeaters
C1182,29.0,24050.17,3.15,28.81,31.98,14.4,1.5,5.4,82.2,2.79,3.29,10.9,value_seekers
C1183,54.8,31676.47,6.1,102.59,43.25,7.27,1.36,9.4,75.69,1.92,2.3,9.2,value_seekers
C1184,34.1,50349.52,3.25,86.65,59.04,6.06,2.31,10.0,86.61,10.07,6.41,11.0,value_seekers
C1185,36.4,40511.15,3.03,129.98,52.07,7.02,1.28,20.1,82.92,8.11,4.65,22.6,value_seekers
C1186,47.2,106055.3,6.19,231.28,86.37,4.81,1.35,25.0,56.19,16.25,7.1,29.6,high_potential
C1187,44.2,70137.35,5.94,167.12,48.11,7.47,0.58,35.7,41.2,4.6,4.65,34.6,loyal_midmarket
C1188,52.6,77488.98,4.17,216.87,81.2,3.49,0.5,18.2,51.39,10.96,9.03,15.9,high_potential
C1189,24.9,59757.85,2.51,71.53,49.57,6.56,1.19,15.5,94.4,5.93,4.99,23.5,value_seekers
C1190,24.1,146635.31,7.99,323.64,83.75,3.27,1.16,39.5,34.89,9.15,7.53,37.5,premium_repeaters
C1191,36.8,53645.54,5.37,141.24,82.8,3.22,0.43,36.5,69.18,14.41,8.76,38.3,loyal_midmarket
C1192,20.0,77104.98,5.5,195.96,54.39,3.88,2.06,47.0,57.94,6.41,4.7,44.2,loyal_midmarket
C1193,21.2,69243.83,4.53,280.69,77.61,5.15,0.49,6.5,33.72,11.85,5.7,8.8,high_potential
C1194,52.8,90218.79,6.42,288.31,80.93,4.52,1.37,27.5,25.93,10.49,6.86,27.3,high_potential
C1195,48.6,92801.26,3.58,198.61,78.73,5.15,1.19,15.7,52.94,12.1,8.47,21.7,high_potential
C1196,31.0,49839.55,6.18,120.45,43.94,5.72,1.59,12.0,86.09,3.5,1.71,18.8,value_seekers
C1197,38.0,40783.96,2.66,58.54,37.36,6.1,1.81,10.3,77.69,8.28,3.6,16.3,value_seekers
C1198,37.7,122059.78,7.23,366.47,81.12,5.22,0.0,39.2,30.71,8.99,8.5,37.4,premium_repeaters
C1199,21.9,62916.89,4.09,209.98,72.59,4.79,0.65,32.9,64.94,9.11,6.56,28.6,loyal_midmarket
C1200,27.7,109066.75,8.46,399.89,80.23,4.23,1.04,42.1,17.65,11.16,7.62,38.7,premium_repeaters
